video_id,publish_date,views,likes,dislikes,comments_disabled,ratings_disabled
id5296,2017-11-16T13:14:08.000Z,4351,10,0,FALSE,FALSE
id4750,2017-11-21T00:24:05.000Z,10720,10,6,FALSE,FALSE
id355,2017-11-21T17:26:32.000Z,1921,10,2,FALSE,FALSE
id286,2017-12-04T13:00:00.000Z,9387,10,1,FALSE,FALSE
id2521,2015-07-01T23:18:59.000Z,4321,10,3,FALSE,FALSE
id2521,2015-07-01T23:18:59.000Z,4593,10,3,FALSE,FALSE
id251,2017-11-13T16:14:00.000Z,6685,11,35,FALSE,FALSE
id251,2017-11-13T16:14:00.000Z,6743,11,35,FALSE,FALSE
id251,2017-11-13T16:14:00.000Z,6801,11,35,FALSE,FALSE
id1387,2017-11-06T17:51:30.000Z,2665,11,0,FALSE,FALSE
id355,2017-11-21T17:26:32.000Z,1638,11,2,FALSE,FALSE
id3020,2018-01-11T22:55:37.000Z,884,11,5,FALSE,FALSE
id3020,2018-01-11T22:55:37.000Z,934,11,5,FALSE,FALSE
id3282,2017-10-08T07:00:01.000Z,2075,11,0,FALSE,FALSE
id265,2018-01-13T04:39:03.000Z,4610,11,1,FALSE,FALSE
,,,,,,FALSE
,,,,,,FALSE
id5829,2018-01-26T05:46:46.000Z,5870,11,0,FALSE,FALSE
id5023,2018-01-24T18:00:09.000Z,1252,11,1,FALSE,FALSE
id2521,2015-07-01T23:18:59.000Z,4734,11,3,FALSE,FALSE
id4750,2017-11-21T00:24:05.000Z,11810,12,7,FALSE,FALSE
id355,2017-11-21T17:26:32.000Z,2047,12,2,FALSE,FALSE
id355,2017-11-21T17:26:32.000Z,2171,12,2,FALSE,FALSE
id355,2017-11-21T17:26:32.000Z,2232,12,3,FALSE,FALSE
id286,2017-12-04T13:00:00.000Z,9630,12,1,FALSE,FALSE
id4673,2016-05-21T23:30:46.000Z,5506,12,0,FALSE,FALSE
id874,2018-01-03T08:12:37.000Z,3393,12,0,FALSE,FALSE
id874,2018-01-03T08:12:37.000Z,3577,12,0,FALSE,FALSE
id874,2018-01-03T08:12:37.000Z,3711,12,0,FALSE,FALSE
id874,2018-01-03T08:12:37.000Z,3820,12,0,FALSE,FALSE
id3020,2018-01-11T22:55:37.000Z,967,12,5,FALSE,FALSE
